Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestSuiteFor_NewArrival,Chrome 73.0.3683.103,,2019-04-22 12:30:24,2019-04-22 12:32:09,1m - 44.469s,PASSED
,,,,,,
Test Cases/NewArrivals,Chrome 73.0.3683.103,,2019-04-22 12:30:24,2019-04-22 12:32:08,1m - 43.439s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 73.0.3683.103,,2019-04-22 12:30:25,2019-04-22 12:30:25,0.083s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-22 12:30:25,2019-04-22 12:30:29,3.469s,PASSED
navigateToUrl(CabiUrl),Chrome 73.0.3683.103,,2019-04-22 12:30:29,2019-04-22 12:30:40,11.492s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,2019-04-22 12:30:40,2019-04-22 12:30:42,1.439s,PASSED
"setText(findTestObject(""Page_cabi/input_Welcome to_USERNAME""), Username)",Chrome 73.0.3683.103,,2019-04-22 12:30:42,2019-04-22 12:30:42,0.183s,PASSED
"setText(findTestObject(""Object Repository/Page_cabi/input_Welcome to_PASSWORD""), Password)",Chrome 73.0.3683.103,,2019-04-22 12:30:42,2019-04-22 12:30:42,0.170s,PASSED
"click(findTestObject(""Object Repository/Page_cabi/input_Welcome to_consultantLogin""))",Chrome 73.0.3683.103,,2019-04-22 12:30:42,2019-04-22 12:30:52,10.006s,PASSED
"click(findTestObject(""Object Repository/Page_cabi Home/a_Shows  Orders""))",Chrome 73.0.3683.103,,2019-04-22 12:30:52,2019-04-22 12:30:52,0.099s,PASSED
"click(findTestObject(""Object Repository/Page_cabi Home/a_Personal Purchases""))",Chrome 73.0.3683.103,,2019-04-22 12:30:52,2019-04-22 12:30:58,6.002s,PASSED
"click(findTestObject(""Object Repository/Page_cabi Personal Store/span_Continue to Order""))",Chrome 73.0.3683.103,,2019-04-22 12:30:58,2019-04-22 12:30:58,0.303s,PASSED
"for ([row = 1, row <= findTestData(""New Test Data"").getRowNumbers(), (row++)])",Chrome 73.0.3683.103,,2019-04-22 12:30:58,2019-04-22 12:32:08,1m - 9.574s,PASSED
